Town_county,pd_dept_plus_county,slug_pd,pd_dept,county,coverage_city,footnotes,footnotes_about_race,total_rows_2012,total_rows_2013,total_rows_2014,total_rows_2015,total_rows_2016,total_rows_2012_2016,total_incidents_2012,total_incidents_2013,total_incidents_2014,total_incidents_2015,total_incidents_2016,total_incidents_2012_2016,total_arrests_2012,total_arrests_2013,total_arrests_2014,total_arrests_2015,total_arrests_2016,total_arrests_2012_2016,rate_incidents_per_arrests_2012_2016,rank_rate_incidents_per_arrests_2012_2016,white_pct_subjects,black_pct_subjects,hispanic_pct_subjects,asian_pacific_islander_pct_subjects,white_arrests_pct_2012_2016,black_arrests_pct_2012_2016,api_arrests_pct_2012_2016,white_pct_officers,black_pct_officers,hispanic_pct_officers,asian_pacific_islander_pct_officers,pctwhite_adjpop,pctblack_adjpop,pcthisp_adjpop,pctasian_adjpop,odds_ratio_pop,odds_ratio_arrests,officers_involved_in_incidents,incidents_per_officer,total_complaince_hold,total_hands_fists,total_pepper_spray,total_baton,total_leg_strikes,total_deadly_force,total_take_down,pct_complaince_hold,pct_hands_fists,pct_pepper_spray,pct_baton,pct_leg_strikes,pct_take_down,pct_deadly_force,total_resisted_police,total_physical_attack,total_knife_attack,total_blunt_attack,total_gun_threat,total_gun_fire,total_attack_car,pct_resisted_police,pct_physical_attack,pct_knife_attack,pct_blunt_attack,pct_gun_threat,pct_gun_fire,pct_car_attack,pct_officers_injured,pct_subjects_injured,avg_police_employees_2012_2016,nyc_ofc_count,la_ofc_count,chi_ofc_count
"Hoboken, Hudson County","Hoboken, Hudson",hoboken-hudson,Hoboken,Hudson,Hoboken,,,124,107,140,70,127,568,64,56,74,33,52,279,1076,1011,843,854,948,4732,58.9602705,28,52.68456376,28.18791946,14.4295302,1.677852349,67.85714286,29.45900254,1.796280642,24.29577465,1.936619718,11.26760563,1.056338028,74.6335303,2.6182851,12.8771819,9.1989536,16.42981386,1.232415539,130,4.369230769,508,148,13,53,9,0,12,89.43661972,26.05633803,2.288732394,9.330985915,1.584507042,2.112676056,0,525,243,1,5,6,0,0,92.42957746,42.78169014,0.176056338,0.88028169,1.056338028,0,0,11.61971831,28.97526502,127,95,15,97
"Holmdel, Monmouth County","Holmdel, Monmouth",holmdel-monmouth,Holmdel,Monmouth,Holmdel,,,13,21,16,11,17,78,12,12,11,5,12,52,704,723,499,574,711,3211,16.19433198,342,84.90566038,5.660377358,3.773584906,3.773584906,82.84023669,15.2600436,1.868576767,93.58974359,1.282051282,1.282051282,1.282051282,70.068539,1.9809428,5.5249081,22.0912738,4.491594669,0.361904762,30,2.6,77,19,0,1,3,0,1,98.71794872,24.35897436,0,1.282051282,3.846153846,1.282051282,0,75,31,0,0,0,0,0,96.15384615,39.74358974,0,0,0,0,0,12.82051282,16.98113208,38,11,0,11
"Hopatcong, Sussex County","Hopatcong, Sussex",hopatcong-sussex,Hopatcong,Sussex,Hopatcong,,,46,42,42,27,25,182,26,24,26,21,14,111,518,364,296,316,313,1807,61.42778085,24,82.90598291,9.401709402,7.692307692,0,93.63586054,5.976757056,0.276701716,98.9010989,0,1.098901099,0,81.4241211,2.1717846,12.3008456,3.4712951,4.748961749,1.776632302,27,6.740740741,178,41,2,1,2,0,1,97.8021978,22.52747253,1.098901099,0.549450549,1.098901099,0.549450549,0,170,47,0,10,3,0,0,93.40659341,25.82417582,0,5.494505495,1.648351648,0,0,7.142857143,28.07017544,24,18,3,18
"Hopewell twp, Mercer County","Hopewell Township, Mercer",hopewell-township-mercer,Hopewell Township,Mercer,Hopewell Township & Hopewell Borough,,,23,27,24,10,26,110,6,7,13,3,9,38,415,402,440,374,350,1981,19.1822312,311,85.48387097,14.51612903,0,0,70.87329632,27.76375568,1.261988895,100,0,0,0,80.6936263,6.3803031,4.0505659,7.6113575,1.694999358,0.43348199,29,3.793103448,98,33,2,2,1,0,4,89.09090909,30,1.818181818,1.818181818,0.909090909,3.636363636,0,103,28,0,1,2,0,1,93.63636364,25.45454545,0,0.909090909,1.818181818,0,0.909090909,6.363636364,17.74193548,30,16,0,16
"Howell, Monmouth County","Howell, Monmouth",howell-monmouth,Howell,Monmouth,Howell,,,93,87,72,86,122,462,52,48,40,40,53,235,1151,1244,1186,1233,1390,6204,37.87878788,132,77.07509881,19.36758893,1.976284585,0.790513834,80.65764023,18.63313991,0.693101225,98.48484848,0.216450216,0,0.865800866,80.6513026,3.8702405,9.0781563,5.0726453,4.964376193,1.087729571,72,6.416666667,420,75,29,4,25,0,31,90.90909091,16.23376623,6.277056277,0.865800866,5.411255411,6.70995671,0,417,136,5,13,0,0,2,90.25974026,29.43722944,1.082251082,2.813852814,0,0,0.432900433,3.896103896,19.44444444,84,44,9,45
"Independence, Warren County","Independence, Warren",independence-warren,Independence,Warren,Independence,,,2,3,3,5,2,15,2,2,3,4,1,12,135,143,58,43,30,409,29.3398533,202,84.61538462,0,0,0,94.62102689,4.156479218,0.97799511,93.33333333,0,0,0,84.1244606,3.1342267,7.5176016,3.4749035,,0,8,1.875,13,4,0,0,0,0,1,86.66666667,26.66666667,0,0,0,6.666666667,0,15,7,0,0,0,0,0,100,46.66666667,0,0,0,0,0,20,23.07692308,8,3,0,3
"Irvington, Essex County","Irvington, Essex",irvington-essex,Irvington,Essex,Irvington,,,161,138,109,122,142,676,84,76,62,70,72,368,2459,3466,3128,2109,2511,13673,26.91435676,230,4.312668464,93.80053908,0,0.539083558,6.275140788,93.29335186,0.307174724,16.12426036,77.81065089,0,2.218934911,2.062747,86.4105731,9.2687747,1.9416996,0.730921546,1.462958608,144,4.694444444,486,293,65,4,33,5,27,71.89349112,43.34319527,9.615384615,0.591715976,4.881656805,3.99408284,0.73964497,559,253,6,1,11,1,2,82.69230769,37.4260355,0.887573964,0.147928994,1.627218935,0.147928994,0.295857988,9.615384615,27.91327913,153,97,8,107
"Island Heights, Ocean County","Island Heights, Ocean",island-heights-ocean,Island Heights,Ocean,Island Heights,,,0,2,3,2,0,7,0,1,2,1,0,4,47,40,87,68,34,276,14.49275362,365,80,20,0,0,91.66666667,8.333333333,0,100,0,0,0,84.2307692,0.7692308,6.5384615,1.7307692,,2.75,4,1.75,5,5,1,0,2,0,0,71.42857143,71.42857143,14.28571429,0,28.57142857,0,0,7,4,0,0,0,0,0,100,57.14285714,0,0,0,0,0,28.57142857,40,5,1,0,1
"Jackson, Ocean County","Jackson, Ocean",jackson-ocean,Jackson,Ocean,Jackson,,,70,65,80,84,77,376,43,36,33,35,35,182,887,810,681,679,765,3822,47.61904762,70,77.6371308,14.34599156,2.953586498,0.843881857,81.81580324,17.42543171,0.654107797,95.4787234,0.265957447,3.191489362,0.265957447,79.9750872,5.7797708,9.3721973,3.9511709,2.795846127,0.867590417,83,4.530120482,355,81,6,7,8,3,15,94.41489362,21.54255319,1.595744681,1.861702128,2.127659574,3.989361702,0.79787234,359,141,5,0,3,0,2,95.4787234,37.5,1.329787234,0,0.79787234,0,0.531914894,5.585106383,23.72881356,82,58,5,58
"Jamesburg, Middlesex County","Jamesburg, Middlesex",jamesburg-middlesex,Jamesburg,Middlesex,Jamesburg,,,9,8,4,1,4,26,8,4,3,1,3,19,188,133,91,76,101,589,32.25806452,173,80,15,0,0,73.34465195,24.27843803,0.679117148,73.07692308,7.692307692,3.846153846,0,66.5794481,10.6803045,21.6222645,4.8287345,0.850070865,0.566433566,11,2.363636364,17,11,3,1,0,0,0,65.38461538,42.30769231,11.53846154,3.846153846,0,0,0,23,15,2,0,0,0,0,88.46153846,57.69230769,7.692307692,0,0,0,0,15.38461538,30,13,7,0,8
"Jefferson, Morris County","Jefferson, Morris",jefferson-morris,Jefferson,Morris,Jefferson,,,13,7,16,12,23,71,9,6,13,10,12,50,238,181,259,248,309,1235,40.48582996,114,90.19607843,3.921568627,1.960784314,0,94.57489879,4.696356275,0.647773279,100,0,0,0,85.5205811,1.0653753,7.748184,5.2360775,3.704895105,0.875562219,27,2.62962963,63,25,11,0,0,0,0,88.73239437,35.21126761,15.49295775,0,0,0,0,69,33,4,1,0,0,1,97.18309859,46.47887324,5.633802817,1.408450704,0,0,1.408450704,26.76056338,36,36,19,0,21
"Jersey City, Hudson County","Jersey City, Hudson",jersey-city-hudson,Jersey City,Hudson,Jersey City,,,253,207,219,202,266,1150,143,115,118,99,142,620,8055,8244,7337,7673,7744,39053,15.87586101,346,9.312977099,53.58778626,22.7480916,1.679389313,32.72219804,64.44831383,2.640002049,44.69565217,6.347826087,30.95652174,4.086956522,21.6136842,24.4662063,26.9704727,26.4852959,5.889398056,2.921515473,412,2.791262136,928,540,37,91,76,22,33,80.69565217,46.95652174,3.217391304,7.913043478,6.608695652,2.869565217,1.913043478,1012,611,15,16,18,8,10,88,53.13043478,1.304347826,1.391304348,1.565217391,0.695652174,0.869565217,12.17391304,28.05642633,832,249,13,257
"Keansburg, Monmouth County","Keansburg, Monmouth",keansburg-monmouth,Keansburg,Monmouth,Keansburg,,,11,15,27,31,13,97,7,11,19,14,8,59,1221,801,920,712,703,4357,13.54142759,381,67.1875,29.6875,3.125,0,80.62887308,18.70553133,0.229515722,98.96907216,0,1.030927835,0,69.3814433,7.8865979,19.8453608,2.1005155,4.060331825,1.904608361,30,3.233333333,80,21,25,0,4,0,2,82.4742268,21.64948454,25.77319588,0,4.12371134,2.06185567,0,88,56,0,4,0,0,0,90.72164948,57.73195876,0,4.12371134,0,0,0,16.49484536,14.0625,32,16,1,21
"Kearny, Hudson County","Kearny, Hudson",kearny-hudson,Kearny,Hudson,Kearny,,,22,41,29,34,31,159,20,30,18,24,18,111,1040,980,803,747,960,4530,24.50331126,253,66.66666667,18.42105263,11.40350877,2.631578947,75.98233996,22.69315673,1.214128035,0.628930818,0,0,0,41.5713435,4.3592717,46.3944342,5.1270801,2.514116724,0.925174073,64,2.484375,127,42,36,1,8,1,10,79.87421384,26.41509434,22.64150943,0.628930818,5.031446541,6.289308176,0.628930818,156,95,1,5,2,0,0,98.11320755,59.74842767,0.628930818,3.144654088,1.257861635,0,0,5.660377358,20.72072072,104,27,0,40
"Kenilworth, Union County","Kenilworth, Union",kenilworth-union,Kenilworth,Union,Kenilworth,,,0,1,10,11,14,36,0,1,5,5,9,20,155,131,179,149,250,864,23.14814815,269,56.52173913,17.39130435,21.73913043,4.347826087,78.58796296,19.79166667,1.50462963,83.33333333,0,0,0,67.786132,7.0342523,18.663325,4.6115288,3.212193191,1.22177238,15,2.4,35,23,3,0,0,0,0,97.22222222,63.88888889,8.333333333,0,0,0,0,35,18,0,2,0,0,1,97.22222222,50,0,5.555555556,0,0,2.777777778,11.11111111,13.63636364,24,5,0,6
"Keyport, Monmouth County","Keyport, Monmouth",keyport-monmouth,Keyport,Monmouth,Keyport,,,5,9,7,1,2,24,4,3,4,1,2,14,444,299,220,244,288,1495,9.364548495,424,93.75,6.25,0,0,82.94314381,16.52173913,0.468227425,95.83333333,4.166666667,0,0,67.6127214,9.0780998,18.4178744,4.7705314,,0.334682861,11,2.181818182,24,7,0,0,0,0,0,100,29.16666667,0,0,0,0,0,24,10,0,0,0,0,0,100,41.66666667,0,0,0,0,0,16.66666667,18.75,16,5,0,5
"Kinnelon, Morris County","Kinnelon, Morris",kinnelon-morris,Kinnelon,Morris,Kinnelon,,,6,5,2,1,6,20,6,4,2,1,5,18,125,59,112,118,107,521,34.54894434,158,70,10,15,0,92.51439539,5.75815739,1.535508637,25,5,0,0,83.1191668,0.4328419,9.8877316,5.4916813,,2.295238095,9,2.222222222,19,9,0,1,1,0,0,95,45,0,5,5,0,0,19,13,2,0,0,0,0,95,65,10,0,0,0,0,20,5,16,4,0,4
"Lacey, Ocean County","Lacey, Ocean",lacey-ocean,Lacey,Ocean,Lacey,,,45,31,57,29,42,204,23,9,27,20,15,94,691,771,819,582,606,3469,27.09714615,228,93.49593496,5.691056911,0,0,96.85788412,2.882675123,0.259440761,98.52941176,1.470588235,0,0,92.6899711,0.3784484,5.8559904,0.9112638,15.38771011,2.045217391,44,4.636363636,182,42,6,0,1,0,13,89.21568627,20.58823529,2.941176471,0,0.490196078,6.37254902,0,182,85,0,4,4,0,0,89.21568627,41.66666667,0,1.960784314,1.960784314,0,0,9.31372549,11.47540984,42,26,5,27
"Lake Como Boro, Monmouth County","Lake Como, Monmouth",lake-como-monmouth,Lake Como,Monmouth,Lake Como,,,10,8,16,11,2,47,9,7,7,10,1,34,451,445,379,508,67,1850,18.37837838,321,85.29411765,11.76470588,0,2.941176471,95.18918919,4.648648649,0.108108108,82.9787234,14.89361702,2.127659574,0,78.7079163,2.1838035,13.3757962,2.8207461,4.395325203,2.824378508,14,3.357142857,42,26,2,1,2,0,2,89.36170213,55.31914894,4.255319149,2.127659574,4.255319149,4.255319149,0,45,17,0,1,0,0,0,95.74468085,36.17021277,0,2.127659574,0,0,0,14.89361702,20.58823529,5,8,3,9
"Lakehurst, Ocean County","Lakehurst, Ocean",lakehurst-ocean,Lakehurst,Ocean,Lakehurst,,,14,10,12,7,2,45,10,7,7,2,2,28,216,170,190,164,166,906,30.90507726,189,61.29032258,38.70967742,0,0,82.00883002,16.66666667,0.993377483,100,0,0,0,77.6119403,8.4079602,11.5920398,3.0845771,6.74556213,3.107703032,16,2.8125,43,9,3,1,0,0,0,95.55555556,20,6.666666667,2.222222222,0,0,0,45,20,0,0,2,0,0,100,44.44444444,0,0,4.444444444,0,0,15.55555556,9.677419355,10,7,0,8
"Lakewood, Ocean County","Lakewood, Ocean",lakewood-ocean,Lakewood,Ocean,Lakewood,,,137,157,126,196,182,798,72,93,67,97,83,412,1500,1509,1467,1646,1644,7766,53.0517641,47,32.46187364,37.03703704,29.62962963,0,67.35771311,32.28174092,0.206026268,84.96240602,4.511278195,9.273182957,0.125313283,73.3327486,4.2466234,20.8279249,1.1506753,22.04188621,2.380636232,115,6.939130435,706,160,66,2,19,5,25,88.47117794,20.05012531,8.270676692,0.250626566,2.380952381,3.13283208,0.626566416,684,254,6,5,0,0,1,85.71428571,31.82957393,0.751879699,0.626566416,0,0,0.125313283,8.897243108,19.6347032,119,75,26,81
"Lambertville, Hunterdon County","Lambertville, Hunterdon",lambertville-hunterdon,Lambertville,Hunterdon,Lambertville,,,5,3,4,6,3,21,3,3,3,3,2,14,201,155,159,102,99,716,19.55307263,308,85.71428571,0,7.142857143,7.142857143,88.68715084,10.89385475,0.418994413,100,0,0,0,92.8828181,1.8332135,3.5945363,1.4737599,,0,8,2.625,21,3,4,0,0,0,0,100,14.28571429,19.04761905,0,0,0,0,21,7,0,0,0,0,0,100,33.33333333,0,0,0,0,0,14.28571429,14.28571429,10,4,0,4
"Laurel Springs, Camden County","Laurel Springs, Camden",laurel-springs-camden,Laurel Springs,Camden,Laurel Springs,,,1,1,1,3,1,7,1,1,1,3,1,7,181,122,102,95,69,569,12.30228471,393,71.42857143,28.57142857,0,0,59.75395431,39.71880492,0.351493849,100,0,0,0,87.9807692,4.739011,3.9835165,2.0604396,,0.601769912,5,1.4,4,4,1,0,0,0,0,57.14285714,57.14285714,14.28571429,0,0,0,0,7,5,0,1,0,0,0,100,71.42857143,0,14.28571429,0,0,0,14.28571429,28.57142857,7,1,0,2
"Lavallette, Ocean County","Lavallette, Ocean",lavallette-ocean,Lavallette,Ocean,Lavallette,,,7,0,0,2,4,13,5,0,0,1,3,9,74,16,21,16,24,151,59.60264901,27,88.88888889,11.11111111,0,0,92.71523179,5.960264901,1.324503311,100,0,0,0,95.7777778,0,3.4444444,0,,1.944444444,8,1.625,11,6,1,0,0,0,1,84.61538462,46.15384615,7.692307692,0,0,7.692307692,0,12,10,0,0,0,0,0,92.30769231,76.92307692,0,0,0,0,0,46.15384615,11.11111111,12,5,0,5
"Lawrence, Mercer County","Lawrence, Mercer",lawrence-mercer,Lawrence,Mercer,Lawrence,,,47,64,110,80,82,386,25,37,52,38,33,187,1052,1208,1189,1320,1438,6207,30.12727566,197,54.04040404,40.90909091,3.535353535,1.01010101,43.70871597,53.23022394,2.91606251,93.2642487,1.03626943,4.663212435,0,71.7842324,9.6680498,14.1078838,0,6.211915183,0.621599986,70,5.514285714,366,61,36,13,17,0,8,94.81865285,15.80310881,9.32642487,3.367875648,4.404145078,2.07253886,0,362,74,0,0,0,0,2,93.78238342,19.17098446,0,0,0,0,0.518134715,6.735751295,23.71134021,58,46,10,49
"Lebanon, Hunterdon County","Lebanon, Hunterdon",lebanon-hunterdon,Lebanon,Hunterdon,Lebanon Township,,,3,0,0,0,1,4,3,0,0,0,0,3,56,31,17,25,36,165,18.18181818,323,100,0,0,0,93.93939394,4.242424242,0,0,0,0,0,92.4429967,0.7166124,2.5624321,2.4972856,,0,4,1,3,1,0,0,0,0,1,75,25,0,0,0,25,0,4,2,0,0,0,0,0,100,50,0,0,0,0,0,0,0,8,1,0,1
"Leonia, Bergen County","Leonia, Bergen",leonia-bergen,Leonia,Bergen,Leonia,,,4,3,0,4,3,14,3,3,0,3,3,12,279,216,200,274,279,1248,9.615384615,419,30.76923077,30.76923077,15.38461538,23.07692308,59.13461538,18.26923077,22.51602564,92.85714286,0,7.142857143,0,34.6589217,1.2660113,20.5987489,41.3613345,,3.236842105,8,1.75,11,5,3,0,0,0,0,78.57142857,35.71428571,21.42857143,0,0,0,0,12,10,2,0,0,0,0,85.71428571,71.42857143,14.28571429,0,0,0,0,7.142857143,30.76923077,17,5,0,5
"Lincoln Park, Morris County","Lincoln Park, Morris",lincoln-park-morris,Lincoln Park,Morris,Lincoln Park,,"This police department's racial breakdown is missing for more than 15 percent of the forms, which may skew the results due to the smaller sample size.",17,7,2,2,4,32,5,3,1,1,2,12,162,172,183,144,155,816,14.70588235,362,6.25,0,0,0,87.25490196,10.53921569,0.490196078,0,0,0,0,81.4136481,2.5641026,9.713743,5.1417718,0,0,14,2.285714286,27,0,2,0,0,0,5,84.375,0,6.25,0,0,15.625,0,32,6,0,0,0,0,0,100,18.75,0,0,0,0,0,15.625,18.75,23,8,0,8
"Linden, Union County","Linden, Union",linden-union,Linden,Union,Linden,,,75,68,59,68,96,367,58,51,39,45,60,253,1427,1794,1334,1507,1643,7705,32.8358209,168,37.3540856,57.19844358,3.501945525,1.167315175,46.43737833,51.55094095,1.907852044,89.64577657,2.72479564,6.267029973,1.089918256,33.0599269,30.8472421,31.6960738,3.3603561,1.638660238,1.379358635,79,4.64556962,300,117,43,2,21,1,20,81.74386921,31.88010899,11.71662125,0.544959128,5.722070845,5.449591281,0.272479564,318,167,1,2,4,1,5,86.64850136,45.50408719,0.272479564,0.544959128,1.089918256,0.272479564,1.36239782,11.17166213,11.06719368,126,42,6,46
