Town_county,pd_dept_plus_county,slug_pd,pd_dept,county,coverage_city,footnotes,footnotes_about_race,total_rows_2012,total_rows_2013,total_rows_2014,total_rows_2015,total_rows_2016,total_rows_2012_2016,total_incidents_2012,total_incidents_2013,total_incidents_2014,total_incidents_2015,total_incidents_2016,total_incidents_2012_2016,total_arrests_2012,total_arrests_2013,total_arrests_2014,total_arrests_2015,total_arrests_2016,total_arrests_2012_2016,rate_incidents_per_arrests_2012_2016,rank_rate_incidents_per_arrests_2012_2016,white_pct_subjects,black_pct_subjects,hispanic_pct_subjects,asian_pacific_islander_pct_subjects,white_arrests_pct_2012_2016,black_arrests_pct_2012_2016,api_arrests_pct_2012_2016,white_pct_officers,black_pct_officers,hispanic_pct_officers,asian_pacific_islander_pct_officers,pctwhite_adjpop,pctblack_adjpop,pcthisp_adjpop,pctasian_adjpop,odds_ratio_pop,odds_ratio_arrests,officers_involved_in_incidents,incidents_per_officer,total_complaince_hold,total_hands_fists,total_pepper_spray,total_baton,total_leg_strikes,total_deadly_force,total_take_down,pct_complaince_hold,pct_hands_fists,pct_pepper_spray,pct_baton,pct_leg_strikes,pct_take_down,pct_deadly_force,total_resisted_police,total_physical_attack,total_knife_attack,total_blunt_attack,total_gun_threat,total_gun_fire,total_attack_car,pct_resisted_police,pct_physical_attack,pct_knife_attack,pct_blunt_attack,pct_gun_threat,pct_gun_fire,pct_car_attack,pct_officers_injured,pct_subjects_injured,avg_police_employees_2012_2016,nyc_ofc_count,la_ofc_count,chi_ofc_count
"Magnolia, Camden County","Magnolia, Camden",magnolia-camden,Magnolia,Camden,Magnolia,,,0,7,3,14,5,29,0,4,3,8,3,18,192,202,165,194,253,1006,17.89264414,324,60,35,0,5,61.53081511,37.37574553,0.795228628,68.96551724,0,0,0,68.9119171,15.3306919,8.5339835,3.505029,2.37972167,0.960328014,12,2.416666667,28,7,2,0,1,0,0,96.55172414,24.13793103,6.896551724,0,3.448275862,0,0,29,9,0,0,0,0,0,100,31.03448276,0,0,0,0,0,13.79310345,15,11,4,0,5
"Mahwah, Bergen County","Mahwah, Bergen",mahwah-bergen,Mahwah,Bergen,Mahwah,,,14,11,9,12,22,68,11,10,7,7,10,45,930,311,727,776,596,3340,13.47305389,383,66.66666667,25,2.083333333,0,81.31736527,15.95808383,1.826347305,88.23529412,1.470588235,7.352941176,0,73.5762186,4.4439996,8.5426884,12.8865979,7.149314087,1.910881801,32,2.125,64,20,1,0,0,0,1,94.11764706,29.41176471,1.470588235,0,0,1.470588235,0,67,34,0,1,0,0,0,98.52941176,50,0,1.470588235,0,0,0,10.29411765,27.08333333,52,18,0,19
"Manalapan, Monmouth County","Manalapan, Monmouth",manalapan-monmouth,Manalapan,Monmouth,Manalapan,,,8,18,11,37,38,112,2,12,3,10,15,42,435,318,447,465,549,2214,18.9701897,315,83.87096774,9.677419355,3.225806452,1.612903226,82.97199639,14.67931346,1.806684734,99.10714286,0.892857143,0,0,84.2670211,1.0870306,5.2886254,7.888639,7.267535266,0.652189349,42,2.666666667,97,19,2,0,2,0,4,86.60714286,16.96428571,1.785714286,0,1.785714286,3.571428571,0,88,23,0,0,0,0,0,78.57142857,20.53571429,0,0,0,0,0,1.785714286,11.47540984,53,9,0,10
"Manasquan, Monmouth County","Manasquan, Monmouth",manasquan-monmouth,Manasquan,Monmouth,Manasquan,,,40,28,14,8,15,105,23,17,7,7,9,63,309,273,224,141,173,1120,56.25,37,85.71428571,6.349206349,3.174603175,0,95.44642857,4.375,0,41.9047619,0,0,0,86.6081736,1.039021,6.2803048,7.0653429,6.556054931,1.616024187,39,2.692307692,97,47,4,0,4,0,2,92.38095238,44.76190476,3.80952381,0,3.80952381,1.904761905,0,104,45,0,3,0,0,0,99.04761905,42.85714286,0,2.857142857,0,0,0,12.38095238,23.80952381,16,21,3,21
"Manchester, Ocean County","Manchester, Ocean",manchester-ocean,Manchester,Ocean,Manchester,,,68,89,101,49,52,359,34,44,34,21,28,161,843,1040,1032,744,766,4425,36.38418079,145,82.7027027,13.51351351,2.702702703,0,83.93220339,15.59322034,0.474576271,97.21448468,0.278551532,1.671309192,0,80.5725666,6.5372168,7.0500373,3.0669654,2.532577283,0.879511225,66,5.439393939,331,23,17,2,8,1,9,92.2005571,6.406685237,4.735376045,0.557103064,2.228412256,2.506963788,0.278551532,315,97,15,6,1,1,0,87.74373259,27.01949861,4.178272981,1.671309192,0.278551532,0.278551532,0,5.849582173,22.7027027,66,47,5,48
"Mansfield, Burlington County","Mansfield, Burlington",mansfield-burlington,Mansfield,Burlington,Mansfield,,,0,0,0,5,2,7,0,0,0,2,1,3,81,118,107,112,57,475,6.315789474,444,50,50,0,0,62.94736842,34.73684211,2.105263158,100,0,0,0,66.8304221,9.6069869,4.985444,14.8107715,,1.812121212,6,1.166666667,7,3,0,0,0,0,1,100,42.85714286,0,0,0,14.28571429,0,7,0,0,0,0,0,0,100,0,0,0,0,0,0,42.85714286,0,12,2,0,2
"Mansfield, Warren County","Mansfield, Warren",mansfield-warren,Mansfield,Warren,Mansfield,,,7,11,12,4,9,43,4,5,5,3,5,22,324,373,408,401,315,1821,12.08127403,395,82.60869565,4.347826087,8.695652174,0,89.40142779,8.017572762,2.526084569,100,0,0,0,80.0361337,3.66757,7.5519422,6.7208672,1.179603249,0.586878154,15,2.866666667,40,9,2,0,1,0,6,93.02325581,20.93023256,4.651162791,0,2.325581395,13.95348837,0,40,9,0,0,1,0,0,93.02325581,20.93023256,0,0,2.325581395,0,0,9.302325581,26.08695652,13,10,0,10
"Mantoloking, Ocean County","Mantoloking, Ocean",mantoloking-ocean,Mantoloking,Ocean,Mantoloking,,,0,1,0,0,0,1,0,1,0,0,0,1,33,67,28,25,30,183,5.464480874,451,100,0,0,0,89.07103825,9.836065574,0.546448087,100,0,0,0,82.1052632,11.5789474,8.4210526,3.1578947,,0,1,1,1,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,8,0,0,0
"Mantua, Gloucester County","Mantua, Gloucester",mantua-gloucester,Mantua,Gloucester,Mantua,,,34,0,0,29,40,103,23,0,0,21,25,69,651,600,483,470,439,2643,26.10669694,239,87.5,12.5,0,0,83.76844495,15.43700341,0.794551646,99.02912621,0,0,0,90.3547196,3.1091643,4.1312377,2.5337112,4.571357626,0.775210084,27,3.814814815,96,29,2,1,0,0,1,93.2038835,28.15533981,1.941747573,0.970873786,0,0.970873786,0,96,35,0,3,0,0,3,93.2038835,33.98058252,0,2.912621359,0,0,2.912621359,10.67961165,30.55555556,26,16,2,16
"Manville, Somerset County","Manville, Somerset",manville-somerset,Manville,Somerset,Manville,,,17,7,12,16,20,72,14,6,6,13,11,50,330,276,369,364,316,1655,30.21148036,196,68,30,2,0,81.75226586,17.82477341,0.422960725,100,0,0,0,68.4446724,3.2952943,25.86229,2.205411,10.16425201,2.023429711,19,3.789473684,66,26,2,4,1,0,2,91.66666667,36.11111111,2.777777778,5.555555556,1.388888889,2.777777778,0,69,24,1,0,0,0,0,95.83333333,33.33333333,1.388888889,0,0,0,0,15.27777778,26,22,14,0,14
"Maple Shade, Burlington County","Maple Shade, Burlington",maple-shade-burlington,Maple Shade,Burlington,Maple Shade,,,43,35,34,39,22,173,22,14,22,13,17,88,632,517,579,510,542,2780,31.65467626,179,67.70833333,25,5.208333333,2.083333333,71.22302158,27.44604317,1.223021583,93.6416185,0,1.156069364,4.046242775,72.5885756,9.4360087,10.7086045,6.4714389,2.943301682,0.958161105,35,4.942857143,103,0,10,0,2,0,4,59.53757225,0,5.780346821,0,1.156069364,2.312138728,0,160,66,7,1,0,0,0,92.48554913,38.15028902,4.046242775,0.578034682,0,0,0,11.56069364,12.90322581,33,23,2,23
"Maplewood, Essex County","Maplewood, Essex",maplewood-essex,Maplewood,Essex,Maplewood,,,62,98,48,64,65,337,35,44,24,32,37,172,351,353,300,292,253,1549,111.0393802,1,20.68965517,74.71264368,3.448275862,0,22.6597805,76.82375726,0.451904454,71.51335312,8.902077151,4.747774481,0,51.5212081,35.5707306,7.3006884,3.3089052,4.683838091,1.06512605,59,5.711864407,306,58,14,3,6,0,24,90.80118694,17.21068249,4.154302671,0.890207715,1.78041543,7.121661721,0,299,90,0,2,0,0,0,88.72403561,26.70623145,0,0.59347181,0,0,0,6.231454006,16.86046512,61,38,7,39
"Margate, Atlantic County","Margate, Atlantic",margate-atlantic,Margate,Atlantic,Margate,,,1,1,4,2,14,22,1,1,3,2,7,14,121,131,111,79,96,538,26.02230483,240,85.71428571,7.142857143,0,0,93.12267658,6.505576208,0.185873606,81.81818182,0,0,4.545454545,88.5487528,4.9603175,3.3730159,1.1337868,,1.192857143,16,1.375,18,7,2,1,2,0,1,81.81818182,31.81818182,9.090909091,4.545454545,9.090909091,4.545454545,0,22,8,0,1,0,0,0,100,36.36363636,0,4.545454545,0,0,0,13.63636364,28.57142857,28,10,0,10
"Marlboro, Monmouth County","Marlboro, Monmouth",marlboro-monmouth,Marlboro,Monmouth,Marlboro,,,29,20,27,22,19,117,19,14,13,17,9,72,562,475,401,471,415,2324,30.98106713,186,79.01234568,13.58024691,0,3.703703704,81.58347676,14.07056799,4.17383821,88.88888889,0.854700855,8.547008547,0,73.0166568,1.9948647,3.9370597,19.5634999,5.510025196,0.996559633,48,2.4375,113,42,3,1,0,0,2,96.58119658,35.8974359,2.564102564,0.854700855,0,1.709401709,0,106,30,3,1,0,0,2,90.5982906,25.64102564,2.564102564,0.854700855,0,0,1.709401709,1.709401709,17.5,70,16,1,17
"Matawan, Monmouth County","Matawan, Monmouth",matawan-monmouth,Matawan,Monmouth,Matawan,,,13,17,11,12,24,77,7,9,5,7,11,39,288,304,310,146,206,1254,31.10047847,184,72.5,20,5,0,78.94736842,20.49441786,0.4784689,96.1038961,2.597402597,1.298701299,0,72.6759273,7.8461304,8.1208976,9.1283773,2.600040958,1.062659332,20,3.85,77,19,1,0,0,0,0,100,24.67532468,1.298701299,0,0,0,0,71,35,0,0,0,0,3,92.20779221,45.45454545,0,0,0,0,3.896103896,5.194805195,10.25641026,21,8,2,8
"Maywood, Bergen County","Maywood, Bergen",maywood-bergen,Maywood,Bergen,Maywood,,,3,15,9,7,14,48,2,8,6,6,7,29,191,244,157,204,256,1052,27.56653992,220,68.75,21.875,0,6.25,69.48669202,27.37642586,3.136882129,95.83333333,0,2.083333333,2.083333333,62.4678296,3.1026594,21.2753789,12.4249357,5.490992878,0.807607323,15,3.2,43,27,1,0,4,0,0,89.58333333,56.25,2.083333333,0,8.333333333,0,0,48,30,1,0,0,0,0,100,62.5,2.083333333,0,0,0,0,22.91666667,18.75,22,10,0,10
"Medford Lakes, Burlington County","Medford Lakes, Burlington",medford-lakes-burlington,Medford Lakes,Burlington,Medford Lakes,,,0,0,2,4,3,9,0,0,1,1,2,4,111,100,117,85,111,524,7.633587786,435,100,0,0,0,90.64885496,8.58778626,0.763358779,22.22222222,0,0,0,95.8167331,0.9960159,2.0916335,0.2656042,,0,7,1.285714286,3,4,0,0,0,0,2,33.33333333,44.44444444,0,0,0,22.22222222,0,7,3,0,0,0,0,0,77.77777778,33.33333333,0,0,0,0,0,0,0,8,0,0,0
"Medford, Burlington County","Medford, Burlington",medford-burlington,Medford,Burlington,Medford,,,12,3,12,5,9,41,6,3,7,2,6,24,501,418,347,331,436,2033,11.80521397,398,87.5,12.5,0,0,84.65322184,14.46138711,0.787014265,73.17073171,0,0,0,88.1898719,3.0887106,4.5612355,3.0647671,3.965600775,0.836248785,21,1.952380952,32,16,4,0,2,0,5,78.04878049,39.02439024,9.756097561,0,4.87804878,12.19512195,0,37,21,0,1,0,0,0,90.24390244,51.2195122,0,2.43902439,0,0,0,19.51219512,33.33333333,29,14,0,15
"Mendham Boro, Morris County","Mendham Borough, Morris",mendham-borough-morris,Mendham Borough,Morris,Mendham Borough,,,1,0,2,7,4,14,0,0,1,6,3,10,35,56,33,30,31,185,54.05405405,42,78.57142857,14.28571429,0,0,83.78378378,13.51351351,1.081081081,100,0,0,0,87.2397383,1.3682332,6.246282,2.5580012,,1.127272727,5,2.8,13,0,0,0,0,0,1,92.85714286,0,0,0,0,7.142857143,0,10,3,0,0,0,0,0,71.42857143,21.42857143,0,0,0,0,0,0,0,11,0,0,0
"Mendham twp, Morris County","Mendham Township, Morris",mendham-township-morris,Mendham Township,Morris,Mendham Township,,,2,0,1,3,6,12,2,0,1,3,4,10,294,290,178,194,266,1222,8.183306056,430,80,20,0,0,88.54337152,9.738134206,0,100,0,0,0,83.6020895,0.9084715,7.3586191,3.4521917,,2.273109244,7,1.714285714,9,7,0,0,1,0,1,75,58.33333333,0,0,8.333333333,8.333333333,0,12,3,0,1,0,0,0,100,25,0,8.333333333,0,0,0,16.66666667,0,14,2,0,2
"Merchantville, Camden County","Merchantville, Camden",merchantville-camden,Merchantville,Camden,Merchantville,,,1,6,2,5,1,18,1,6,2,4,1,17,262,212,158,133,134,899,18.90989989,316,41.17647059,29.41176471,17.64705882,0,61.40155729,37.59733037,0.556173526,88.88888889,5.555555556,0,0,59.0645535,14.6888288,21.646695,6.8805566,,1.166525782,11,1.636363636,13,9,2,0,0,0,0,72.22222222,50,11.11111111,0,0,0,0,16,3,0,0,1,0,0,88.88888889,16.66666667,0,0,5.555555556,0,0,22.22222222,23.52941176,13,4,0,4
"Metuchen, Middlesex County","Metuchen, Middlesex",metuchen-middlesex,Metuchen,Middlesex,Metuchen,,,7,16,7,11,6,47,4,10,4,7,3,28,466,425,429,333,363,2016,13.88888889,376,62.06896552,17.24137931,6.896551724,10.34482759,64.98015873,27.38095238,7.589285714,61.70212766,8.510638298,2.127659574,0,71.5197823,5.7253506,5.065941,16.7469123,3.747531993,0.659219002,17,2.764705882,39,4,0,0,2,2,7,82.9787234,8.510638298,0,0,4.255319149,14.89361702,4.255319149,42,12,0,0,0,0,0,89.36170213,25.53191489,0,0,0,0,0,4.255319149,20.68965517,28,10,0,10
"Middle, Cape May County","Middle, Cape May",middle-cape-may,Middle,Cape May,Middle,,,35,18,37,40,43,173,31,12,28,24,29,124,1241,1273,1063,1023,855,5455,22.73143905,275,66.12903226,33.06451613,0,0,79.52337305,19.98166819,0.403299725,97.68786127,2.312138728,0,0,78.1859191,12.7597873,5.6065732,1.893024,3.227892767,1.989908257,50,3.46,162,81,8,2,7,0,7,93.6416185,46.82080925,4.624277457,1.156069364,4.046242775,4.046242775,0,160,99,3,3,2,0,0,92.48554913,57.22543353,1.734104046,1.734104046,1.156069364,0,0,11.56069364,22.58064516,48,33,3,33
"Middlesex, Middlesex County","Middlesex, Middlesex",middlesex-middlesex,Middlesex,Middlesex,Middlesex,,,22,21,10,20,14,87,13,13,6,13,8,53,324,268,311,247,223,1373,38.60160233,125,78.18181818,14.54545455,7.272727273,0,73.34304443,25.05462491,1.529497451,100,0,0,0,58.7108691,11.0733035,22.5354851,8.127552,1.075772035,0.544618713,27,3.222222222,73,21,9,0,5,0,1,83.90804598,24.13793103,10.34482759,0,5.747126437,1.149425287,0,78,23,0,0,0,0,0,89.65517241,26.43678161,0,0,0,0,0,2.298850575,15.09433962,28,10,0,14
"Middletown, Monmouth County","Middletown, Monmouth",middletown-monmouth,Middletown,Monmouth,Middletown,,,86,72,101,55,65,381,48,44,53,36,41,224,1052,938,873,772,870,4505,49.72253052,62,86.11111111,10.31746032,3.571428571,0,91.89789123,7.058823529,0.754716981,75.85301837,1.837270341,2.624671916,0,87.9727542,1.0511489,6.4498497,3.5444741,11.21107788,1.55986436,94,4.053191489,364,56,6,5,3,0,12,95.53805774,14.69816273,1.57480315,1.312335958,0.787401575,3.149606299,0,358,194,8,4,0,0,9,93.96325459,50.91863517,2.099737533,1.049868766,0,0,2.362204724,16.53543307,22.8,108,55,3,56
"Midland Park, Bergen County","Midland Park, Bergen",midland-park-bergen,Midland Park,Bergen,Midland Park,,,1,0,1,2,2,6,1,0,1,2,2,6,72,71,61,95,131,430,13.95348837,374,66.66666667,33.33333333,0,0,92.09302326,6.279069767,1.395348837,100,0,0,0,85.2425601,0.0815328,11.0680799,2.5071341,,7.333333333,4,1.5,4,4,0,0,0,0,1,66.66666667,66.66666667,0,0,0,16.66666667,0,6,3,0,0,0,0,0,100,50,0,0,0,0,0,33.33333333,50,14,3,0,3
"Millburn, Essex County","Millburn, Essex",millburn-essex,Millburn,Essex,Millburn,,,4,3,6,3,5,21,3,2,4,2,5,16,332,321,288,238,254,1433,11.1653873,402,31.25,56.25,0,12.5,46.89462666,47.87159805,4.884856943,71.42857143,9.523809524,0,0,70.6998083,3.4716516,4.9849356,19.3577102,,1.763265306,15,1.4,18,5,3,0,1,0,0,85.71428571,23.80952381,14.28571429,0,4.761904762,0,0,20,10,0,0,0,0,0,95.23809524,47.61904762,0,0,0,0,0,19.04761905,18.75,53,6,0,8
"Milltown, Middlesex County","Milltown, Middlesex",milltown-middlesex,Milltown,Middlesex,Milltown,,,4,8,4,3,5,24,2,7,2,2,3,16,286,195,148,120,152,901,17.75804661,328,75,18.75,0,6.25,81.68701443,15.09433962,2.108768036,95.83333333,0,0,0,86.2919132,1.7159763,6.8639053,4.2998028,,1.352941176,12,2,20,11,3,0,2,0,2,83.33333333,45.83333333,12.5,0,8.333333333,8.333333333,0,23,12,0,0,0,0,0,95.83333333,50,0,0,0,0,0,12.5,31.25,15,5,0,6
"Millville, Cumberland County","Millville, Cumberland",millville-cumberland,Millville,Cumberland,Millville,,,75,136,163,144,147,665,50,92,108,101,88,439,1938,2084,1734,1900,1748,9404,46.68226287,74,27.42980562,57.88336933,14.03887689,0,52.84985113,46.9055721,0.138239047,0,0,0,0,62.9037809,19.4896504,16.0086533,0.9489159,6.80591629,2.377663572,74,8.986486486,496,201,53,9,46,0,54,74.58646617,30.22556391,7.969924812,1.353383459,6.917293233,8.120300752,0,610,196,1,2,2,0,2,91.72932331,29.47368421,0.15037594,0.30075188,0.30075188,0,0.30075188,9.022556391,25.77092511,72,50,21,53
"Monmouth Beach, Monmouth County","Monmouth Beach, Monmouth",monmouth-beach-monmouth,Monmouth Beach,Monmouth,Monmouth Beach,,,4,0,0,4,13,22,3,0,0,3,7,14,67,55,54,73,109,358,39.10614525,121,93.75,6.25,0,0,85.75418994,13.40782123,0.837988827,0,0,0,0,95.0827423,0,3.0260047,0.4728132,,0.426388889,10,2.2,20,4,1,0,0,0,0,90.90909091,18.18181818,4.545454545,0,0,0,0,22,14,0,2,0,0,0,100,63.63636364,0,9.090909091,0,0,0,9.090909091,37.5,9,7,0,8
"Monroe, Gloucester County","Monroe, Gloucester",monroe-gloucester,Monroe,Gloucester,Monroe,,,15,53,27,77,72,244,10,33,22,48,41,154,743,720,773,830,869,3935,39.13595934,120,62.65822785,24.05063291,1.898734177,0,72.12198221,27.52223634,0.228716645,89.3442623,0.819672131,0,0,72.9423675,16.5210544,6.2207057,2.4335371,1.905152687,1.005847953,51,4.784313725,220,55,15,12,10,0,4,90.16393443,22.54098361,6.147540984,4.918032787,4.098360656,1.639344262,0,219,89,0,4,0,0,2,89.75409836,36.47540984,0,1.639344262,0,0,0.819672131,5.327868852,9.615384615,64,26,6,28
"Monroe, Middlesex County","Monroe, Middlesex",monroe-middlesex,Monroe,Middlesex,Monroe,,,18,17,36,16,15,102,10,9,18,9,8,54,442,324,359,307,315,1747,30.91013165,188,88.33333333,8.333333333,1.666666667,1.666666667,77.56153406,19.6336577,2.747567258,97.05882353,0.980392157,0,0.980392157,63.5858888,6.1715213,4.6126249,23.2681302,0.783932601,0.372682766,40,2.55,88,18,0,2,5,1,9,86.2745098,17.64705882,0,1.960784314,4.901960784,8.823529412,0.980392157,95,32,1,4,1,0,0,93.1372549,31.37254902,0.980392157,3.921568627,0.980392157,0,0,5.882352941,35,54,24,0,24
"Montclair, Essex County","Montclair, Essex",montclair-essex,Montclair,Essex,Montclair,,,30,47,29,48,9,163,16,27,19,25,4,91,577,481,390,433,516,2397,37.96412182,131,29.89690722,68.04123711,1.030927835,0,32.957864,65.24822695,1.168126825,70.55214724,19.01840491,4.90797546,4.294478528,59.6327048,24.2998874,8.8059386,3.6272164,5.900119829,1.149572273,70,2.328571429,152,45,4,4,3,0,7,93.25153374,27.60736196,2.45398773,2.45398773,1.840490798,4.294478528,0,148,50,0,0,3,0,0,90.79754601,30.67484663,0,0,1.840490798,0,0,9.202453988,18.75,103,33,0,34
"Montgomery, Somerset County","Montgomery, Somerset",montgomery-somerset,Montgomery,Somerset,Montgomery,,,0,1,0,0,0,1,0,1,0,0,0,1,166,134,173,155,126,754,1.326259947,461,100,0,0,0,74.40318302,17.63925729,7.559681698,0,0,0,0,56.3983787,2.0266358,6.4968153,34.0648523,,0,1,1,1,0,1,0,0,0,0,100,0,100,0,0,0,0,1,1,0,0,0,0,0,100,100,0,0,0,0,0,0,0,28,0,0,1
"Montvale, Bergen County","Montvale, Bergen",montvale-bergen,Montvale,Bergen,Montvale,,,5,4,13,6,4,32,3,3,8,3,1,18,173,184,155,115,153,780,23.07692308,272,77.77777778,5.555555556,11.11111111,0,81.28205128,14.48717949,3.333333333,90.625,0,6.25,0,73.6156917,0.7290401,11.1438986,14.5113696,8.41468254,0.400758534,15,2.133333333,29,5,0,0,0,0,0,90.625,15.625,0,0,0,0,0,28,9,0,0,0,0,2,87.5,28.125,0,0,0,0,6.25,12.5,11.11111111,22,4,0,4
"Montville, Morris County","Montville, Morris",montville-morris,Montville,Morris,Montville,,,9,9,14,22,19,73,5,6,7,12,10,40,134,188,100,362,266,1050,38.0952381,130,85.36585366,2.43902439,0,2.43902439,85.42857143,10.28571429,3.714285714,95.89041096,0,0,2.739726027,74.1164047,0.7391763,3.6027082,20.634822,1.591569961,0.237301587,33,2.212121212,68,20,8,0,3,0,0,93.15068493,27.39726027,10.95890411,0,4.109589041,0,0,68,32,0,0,0,0,0,93.15068493,43.83561644,0,0,0,0,0,8.219178082,17.07317073,36,12,0,13
"Moonachie, Bergen County","Moonachie, Bergen",moonachie-bergen,Moonachie,Bergen,Moonachie & Teterboro,"Starting in 2016, Moonachie took over police services in Teterboro. Before, Moonachie police provided service to the southern half of Teterboro while Little Ferry and Bergen County police provided service to the northern half.",,2,2,0,0,0,4,1,2,0,0,0,3,47,61,57,43,99,307,9.771986971,418,66.66666667,0,33.33333333,0,75.57003257,19.54397394,4.885993485,100,0,0,0,54.1686982,0.487567,34.2272062,8.2886397,,0,3,1.333333333,3,3,1,0,0,0,0,75,75,25,0,0,0,0,4,3,0,0,0,0,1,100,75,0,0,0,0,25,50,66.66666667,17,3,0,3
"Moorestown, Burlington County","Moorestown, Burlington",moorestown-burlington,Moorestown,Burlington,Moorestown,,,10,8,16,6,8,48,7,4,12,2,2,27,565,502,526,495,483,2571,10.50175029,410,50,34.375,6.25,3.125,59.66549981,38.85647608,1.322442629,89.58333333,4.166666667,0,4.166666667,81.4480856,7.5163179,0.6796312,8.0344526,9.42275505,1.055680681,17,2.823529412,45,19,6,2,1,0,7,93.75,39.58333333,12.5,4.166666667,2.083333333,14.58333333,0,47,28,0,1,0,0,0,97.91666667,58.33333333,0,2.083333333,0,0,0,14.58333333,24.13793103,32,10,0,11
"Morris Plains Boro, Morris County","Morris Plains, Morris",morris-plains-morris,Morris Plains,Morris,Morris Plains,,,1,2,4,6,5,18,1,1,4,2,4,12,136,136,191,219,200,882,13.60544218,378,84.61538462,15.38461538,0,0,82.19954649,16.66666667,0.907029478,100,0,0,0,82.8718451,1.9112963,8.6008331,5.2438128,,0.896722325,10,1.8,17,3,1,0,0,0,1,94.44444444,16.66666667,5.555555556,0,0,5.555555556,0,16,5,0,0,0,0,0,88.88888889,27.77777778,0,0,0,0,0,16.66666667,15.38461538,16,4,0,5
"Morris Township, Morris County","Morris Township, Morris",morris-township-morris,Morris Township,Morris,Morris Township,,,1,29,15,18,22,85,1,13,7,8,5,34,403,351,343,193,131,1421,23.9268121,260,73.80952381,19.04761905,0,2.380952381,72.55453906,25.12315271,2.111189303,89.41176471,9.411764706,1.176470588,0,82.4427481,4.6740083,5.9379302,5.5061945,5.291566265,0.745278757,28,3.035714286,75,10,5,1,3,0,3,88.23529412,11.76470588,5.882352941,1.176470588,3.529411765,3.529411765,0,78,22,0,0,2,0,0,91.76470588,25.88235294,0,0,2.352941176,0,0,15.29411765,17.07317073,42,10,1,11
"Morristown, Morris County","Morristown, Morris",morristown-morris,Morristown,Morris,Morristown,,,66,34,19,24,42,185,51,28,13,14,30,136,921,946,722,523,662,3774,36.03603604,147,63.50364964,29.9270073,2.919708029,0.729927007,67.96502385,31.21356651,0.79491256,90.27027027,3.243243243,3.243243243,0,47.08413,10.3796777,36.868342,4.7801147,2.116885965,1.026140156,47,3.936170213,152,80,24,5,5,0,0,82.16216216,43.24324324,12.97297297,2.702702703,2.702702703,0,0,162,103,2,1,0,0,2,87.56756757,55.67567568,1.081081081,0.540540541,0,0,1.081081081,10.81081081,22.05882353,54,32,4,37
"Mount Arlington, Morris County","Mount Arlington, Morris",mount-arlington-morris,Mount Arlington,Morris,Mount Arlington,,,0,8,2,2,2,14,0,6,2,2,2,12,133,182,196,226,170,907,13.23042999,388,91.66666667,0,0,0,86.10804851,13.12017641,0.661521499,0,0,0,0,80.7288791,6.0187742,8.4483711,4.8039757,,0,8,1.75,13,6,0,1,2,0,0,92.85714286,42.85714286,0,7.142857143,14.28571429,0,0,14,5,0,0,0,0,0,100,35.71428571,0,0,0,0,0,7.142857143,16.66666667,14,2,0,2
"Mount Ephraim, Camden County","Mount Ephraim, Camden",mount-ephraim-camden,Mount Ephraim,Camden,Mount Ephraim,,,8,8,10,8,11,45,7,7,10,7,10,41,345,320,333,244,210,1452,28.2369146,215,82.92682927,9.756097561,7.317073171,0,77.13498623,22.45179063,0.068870523,100,0,0,0,90.1790711,6.2395076,2.686066,0.391718,2.007349278,0.404186214,16,2.8125,39,17,5,1,3,0,2,86.66666667,37.77777778,11.11111111,2.222222222,6.666666667,4.444444444,0,42,17,1,0,1,0,0,93.33333333,37.77777778,2.222222222,0,2.222222222,0,0,13.33333333,21.95121951,12,10,0,11
"Mount Holly, Burlington County","Mount Holly, Burlington",mount-holly-burlington,Mount Holly,Burlington,Mount Holly,,,65,81,52,29,40,267,48,41,35,20,27,171,897,843,1075,797,813,4425,38.6440678,124,28.40909091,66.47727273,4.545454545,0,46.03389831,53.8079096,0.15819209,0,0,0,0,59.9359421,24.0077984,10.9176995,2.1723994,5.082200862,2.001923562,53,5.037735849,238,19,4,3,11,0,31,89.13857678,7.116104869,1.498127341,1.123595506,4.119850187,11.61048689,0,254,72,0,0,0,0,0,95.13108614,26.96629213,0,0,0,0,0,11.98501873,11.42857143,20,24,8,24
"Mount Laurel, Burlington County","Mount Laurel, Burlington",mount-laurel-burlington,Mount Laurel,Burlington,Mount Laurel,,,36,31,26,32,40,165,23,16,12,14,26,91,994,835,682,831,828,4170,21.82254197,287,56.98924731,35.48387097,6.451612903,0,60.95923261,36.93045564,2.086330935,56.36363636,3.03030303,4.848484848,0,73.6782828,9.6197164,4.7966079,9.4540877,4.917942584,1.027762803,54,3.055555556,151,21,0,5,5,0,10,91.51515152,12.72727273,0,3.03030303,3.03030303,6.060606061,0,156,14,0,0,0,0,0,94.54545455,8.484848485,0,0,0,0,0,12.12121212,19.78021978,60,28,0,28
